antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'BAW56,215', 'BAS316,115'})","frozenset({'BAV99,215'})",0.0031910650179497405,0.015955325089748704,0.002991623454327882,0.9375,58.7578125,0.002940708974583969,15.74471479856402,0.9861277844471121
"frozenset({'BAW56,215', 'BAV99,215'})","frozenset({'BAS316,115'})",0.003789389708815317,0.009373753490227364,0.002991623454327882,0.7894736842105263,84.22172452407614,0.0029561026493190425,4.70547467092142,0.9918852185518853
"frozenset({'BAW56,215', 'BAV70,215'})","frozenset({'BAV99,215'})",0.0025927403270841645,0.015955325089748704,0.0023932987634623054,0.9230769230769229,57.85384615384614,0.002351930748670376,12.792580773833238,0.9852696127441178
"frozenset({'BAS316,115', '2N7002BK,215'})","frozenset({'BAV99,215'})",0.002792181890706023,0.015955325089748704,0.002526259805876878,0.9047619047619048,56.705952380952375,0.0024817096361009544,10.332469086557639,0.9851157894736843
"frozenset({'BAV99,215', '2N7002BK,215'})","frozenset({'BAS316,115'})",0.002991623454327882,0.009373753490227364,0.002526259805876878,0.8444444444444444,90.08605200945625,0.002498217065080426,6.368311584705681,0.9918667944115138
"frozenset({'BAS316,115', 'PBSS5240T,215'})","frozenset({'BAV99,215'})",0.002792181890706023,0.015955325089748704,0.0023932987634623054,0.8571428571428571,53.72142857142857,0.0023487485936863816,6.888312724371756,0.9841333333333334
"frozenset({'BAV99,215', 'PBSS5240T,215'})","frozenset({'BAS316,115'})",0.002991623454327882,0.009373753490227364,0.0023932987634623054,0.7999999999999999,85.34468085106381,0.002365256022665853,4.953131232548861,0.9912482496499299
"frozenset({'PDZ12B,115', 'BAS316,115'})","frozenset({'BAV99,215'})",0.0029251429331205955,0.015955325089748704,0.002260337721047733,0.7727272727272728,48.430681818181824,0.002213666114615813,4.329796569605107,0.9822250809911909
"frozenset({'PDZ12B,115', 'BAV99,215'})","frozenset({'BAS316,115'})",0.002526259805876878,0.009373753490227364,0.002260337721047733,0.8947368421052632,95.45128779395296,0.0022366571843751735,9.41094934184284,0.9920295764266784
"frozenset({'PDZ15B,115', 'PDZ12B,115'})","frozenset({'BAS316,115'})",0.002526259805876878,0.009373753490227364,0.0023932987634623054,0.9473684210526315,101.06606942889137,0.002369618226789746,18.82189868368566,0.9926130809561895
"frozenset({'PDZ15B,115', 'BAS316,115'})","frozenset({'PDZ12B,115'})",0.0030581039755351682,0.003523467623986172,0.0023932987634623054,0.7826086956521738,222.1132075471698,0.002382523633113724,4.583792048929662,0.9985514655760054
"frozenset({'BAS316,115', 'PDZ12B,115'})","frozenset({'PDZ15B,115'})",0.0029251429331205955,0.003789389708815317,0.0023932987634623054,0.8181818181818182,215.91387559808615,0.0023822142569347245,5.479158356601517,0.9982886607103171
